预测标签,威胁类型,置信度
0,正常,0.97883713
0,正常,0.9999999
0,正常,1.0
0,正常,0.9292968
0,正常,0.9999962
0,正常,0.985472
1,DoS攻击,0.9999989
1,DoS攻击,0.9999999
0,正常,0.9637898
4,探测攻击,0.99857426
1,DoS攻击,1.0
3,R2L攻击,0.94139165
0,正常,1.0
0,正常,1.0
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.99932134
1,DoS攻击,0.99999976
1,DoS攻击,0.9990301
0,正常,1.0
0,正常,0.95733416
0,正常,0.99975234
0,正常,0.9033639
1,DoS攻击,0.99999976
4,探测攻击,1.0
4,探测攻击,0.743435
4,探测攻击,0.98379046
1,DoS攻击,0.9930453
0,正常,0.88913816
4,探测攻击,0.99999774
4,探测攻击,1.0
1,DoS攻击,0.972378
0,正常,1.0
1,DoS攻击,0.99338186
1,DoS攻击,0.99998784
1,DoS攻击,1.0
3,R2L攻击,0.7634879
1,DoS攻击,0.9485261
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.98771137
0,正常,0.9292969
4,探测攻击,1.0
0,正常,0.99960726
1,DoS攻击,0.9999852
3,R2L攻击,0.39339206
1,DoS攻击,0.9999999
0,正常,1.0
4,探测攻击,0.99483925
0,正常,0.9992507
1,DoS攻击,0.99999976
0,正常,0.8831106
0,正常,0.9999994
0,正常,0.86616224
4,探测攻击,0.9993537
0,正常,0.5357195
1,DoS攻击,0.9999999
0,正常,0.9979417
3,R2L攻击,0.7842343
3,R2L攻击,0.97695017
0,正常,0.8255565
3,R2L攻击,0.9943868
0,正常,1.0
2,U2R攻击,0.4518399
0,正常,0.99999666
4,探测攻击,0.96769685
0,正常,1.0
1,DoS攻击,0.99989426
3,R2L攻击,0.6555684
0,正常,0.9999875
1,DoS攻击,0.9999999
0,正常,0.9429613
1,DoS攻击,0.9790572
3,R2L攻击,0.9858693
4,探测攻击,1.0
3,R2L攻击,0.8569106
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.99961627
1,DoS攻击,0.95873904
1,DoS攻击,0.9999999
4,探测攻击,1.0
1,DoS攻击,0.9999993
0,正常,0.99188656
4,探测攻击,0.9981364
0,正常,0.88097477
1,DoS攻击,1.0
0,正常,1.0
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999976
1,DoS攻击,0.99925464
0,正常,0.99999774
0,正常,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.95361644
1,DoS攻击,0.99999917
1,DoS攻击,0.77348113
4,探测攻击,0.999998
4,探测攻击,0.99986243
0,正常,0.9999937
1,DoS攻击,0.6782833
0,正常,0.9984469
0,正常,1.0
0,正常,0.99909365
3,R2L攻击,0.6966542
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,1.0
0,正常,1.0
0,正常,0.9999058
1,DoS攻击,0.9827931
0,正常,1.0
0,正常,1.0
0,正常,0.9999999
1,DoS攻击,0.9999999
0,正常,0.99965847
0,正常,0.51774305
1,DoS攻击,0.99999964
1,DoS攻击,0.99915624
0,正常,1.0
3,R2L攻击,0.9642598
1,DoS攻击,0.99999976
0,正常,0.99994504
0,正常,0.5619204
1,DoS攻击,0.96148837
1,DoS攻击,0.99999654
0,正常,0.96968013
0,正常,1.0
1,DoS攻击,0.9999975
1,DoS攻击,0.80725056
0,正常,0.99990475
4,探测攻击,0.9980173
0,正常,0.86548966
1,DoS攻击,0.99999475
1,DoS攻击,0.9999999
1,DoS攻击,0.6372576
0,正常,0.8823826
4,探测攻击,1.0
0,正常,0.83627
4,探测攻击,0.99977726
4,探测攻击,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.935318
0,正常,1.0
1,DoS攻击,0.9999232
0,正常,0.8642032
0,正常,1.0
1,DoS攻击,0.99008
3,R2L攻击,0.9148274
3,R2L攻击,0.5665629
0,正常,1.0
0,正常,0.9998561
0,正常,1.0
0,正常,1.0
0,正常,0.50760037
3,R2L攻击,0.80921507
1,DoS攻击,0.9449748
0,正常,0.9046252
0,正常,1.0
4,探测攻击,0.9998467
1,DoS攻击,1.0
1,DoS攻击,0.94167715
0,正常,0.9992582
1,DoS攻击,0.9999999
0,正常,0.9652398
0,正常,0.9488611
4,探测攻击,0.99999726
0,正常,0.83178425
0,正常,0.99956435
0,正常,1.0
0,正常,1.0
0,正常,0.98244035
0,正常,0.99999154
0,正常,0.99890816
0,正常,0.9637898
3,R2L攻击,0.95151496
0,正常,1.0
4,探测攻击,0.9993418
1,DoS攻击,0.6518104
0,正常,1.0
0,正常,0.999146
0,正常,0.99833196
3,R2L攻击,0.9674224
0,正常,0.9397117
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
4,探测攻击,0.99910516
0,正常,0.6014876
0,正常,0.4667045
0,正常,0.9033656
0,正常,0.5964916
3,R2L攻击,0.9244784
1,DoS攻击,0.9999999
4,探测攻击,0.99916804
4,探测攻击,1.0
0,正常,0.8137272
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9992685
0,正常,0.99992955
1,DoS攻击,0.99999964
0,正常,0.9999275
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.99989784
4,探测攻击,1.0
0,正常,0.83627003
3,R2L攻击,0.998904
0,正常,0.97680455
1,DoS攻击,0.9999999
0,正常,0.99970144
1,DoS攻击,0.99995685
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9999988
1,DoS攻击,0.7281908
0,正常,0.99775726
4,探测攻击,0.9999478
0,正常,0.9891102
4,探测攻击,0.99994993
0,正常,0.99996126
0,正常,0.93276805
1,DoS攻击,1.0
1,DoS攻击,0.99999964
1,DoS攻击,0.99999
1,DoS攻击,0.8963193
0,正常,0.9999627
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999995
0,正常,0.997689
1,DoS攻击,0.99999976
0,正常,0.79981905
0,正常,0.9997316
4,探测攻击,0.99999905
3,R2L攻击,0.68375796
3,R2L攻击,0.7908317
1,DoS攻击,0.9999975
1,DoS攻击,0.9999969
0,正常,0.993601
0,正常,1.0
1,DoS攻击,0.9999976
3,R2L攻击,0.82389885
0,正常,0.9999548
4,探测攻击,1.0
0,正常,0.7242167
3,R2L攻击,0.6310678
0,正常,0.76652724
1,DoS攻击,1.0
0,正常,0.98114693
1,DoS攻击,0.67993754
1,DoS攻击,1.0
0,正常,0.9988463
0,正常,0.99999917
0,正常,0.9397118
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9995346
1,DoS攻击,0.9999999
0,正常,0.9746378
0,正常,1.0
0,正常,0.8320585
0,正常,0.9962991
3,R2L攻击,0.81568044
0,正常,1.0
0,正常,1.0
0,正常,0.98827016
0,正常,1.0
1,DoS攻击,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.6715875
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.99932206
1,DoS攻击,0.99999917
0,正常,0.9992878
1,DoS攻击,0.99999905
1,DoS攻击,0.9975013
4,探测攻击,0.99999833
3,R2L攻击,0.58499193
0,正常,0.99999964
0,正常,0.99960345
1,DoS攻击,0.9999995
1,DoS攻击,0.99999976
0,正常,0.988715
0,正常,1.0
0,正常,1.0
0,正常,1.0
4,探测攻击,0.9999893
0,正常,1.0
0,正常,1.0
4,探测攻击,0.99978393
1,DoS攻击,0.9999999
0,正常,0.72913283
0,正常,1.0
0,正常,0.9999896
0,正常,1.0
1,DoS攻击,0.99999905
0,正常,0.99898463
0,正常,0.9739367
0,正常,1.0
1,DoS攻击,0.6414915
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
0,正常,0.99978906
4,探测攻击,0.9999995
1,DoS攻击,0.9999994
0,正常,0.9999999
1,DoS攻击,0.99999976
4,探测攻击,1.0
4,探测攻击,0.99999464
4,探测攻击,0.99999976
0,正常,0.658082
0,正常,0.99925286
3,R2L攻击,0.9978734
0,正常,0.90336573
4,探测攻击,0.7719268
3,R2L攻击,0.9017222
0,正常,0.999997
0,正常,0.9960608
0,正常,0.9997161
0,正常,0.9999999
0,正常,1.0
0,正常,0.6718116
1,DoS攻击,0.9503213
3,R2L攻击,0.9628941
0,正常,0.8927629
0,正常,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
1,DoS攻击,0.6394718
3,R2L攻击,0.92620057
0,正常,0.9999918
0,正常,0.978837
1,DoS攻击,0.99293643
4,探测攻击,0.67059076
0,正常,0.99999976
4,探测攻击,0.99855846
1,DoS攻击,0.97091615
0,正常,0.9899244
1,DoS攻击,0.99262154
1,DoS攻击,0.9978371
4,探测攻击,0.99544686
1,DoS攻击,0.9999999
1,DoS攻击,1.0
1,DoS攻击,0.9999993
0,正常,1.0
1,DoS攻击,0.9999995
0,正常,0.9901101
1,DoS攻击,1.0
0,正常,0.98800707
0,正常,0.58016646
0,正常,0.9993012
4,探测攻击,1.0
0,正常,0.6303376
1,DoS攻击,0.9971251
0,正常,0.99934226
0,正常,0.9996991
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.99999905
0,正常,0.9999862
4,探测攻击,0.9999331
0,正常,1.0
3,R2L攻击,0.99924266
0,正常,1.0
0,正常,0.7877071
0,正常,1.0
0,正常,1.0
0,正常,1.0
0,正常,0.99999964
1,DoS攻击,0.99889827
0,正常,0.9997899
3,R2L攻击,0.9974928
0,正常,1.0
0,正常,0.9397118
4,探测攻击,0.98254687
0,正常,0.99990845
0,正常,0.9304987
3,R2L攻击,0.9974928
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
1,DoS攻击,0.96144855
4,探测攻击,1.0
0,正常,0.89370954
1,DoS攻击,0.87507874
1,DoS攻击,0.99999976
0,正常,0.9989378
4,探测攻击,1.0
0,正常,0.9292969
1,DoS攻击,0.9999387
0,正常,1.0
1,DoS攻击,0.7744937
1,DoS攻击,0.99999976
1,DoS攻击,0.99995303
1,DoS攻击,0.9999999
0,正常,0.9985922
4,探测攻击,0.99972814
4,探测攻击,0.9990716
4,探测攻击,0.99988306
1,DoS攻击,0.9451664
0,正常,0.98270506
0,正常,1.0
0,正常,0.99972314
3,R2L攻击,0.93005747
1,DoS攻击,0.73961145
0,正常,0.98972845
1,DoS攻击,0.9999999
3,R2L攻击,0.5248628
1,DoS攻击,0.9999999
0,正常,0.99892825
1,DoS攻击,0.9981084
1,DoS攻击,0.9999974
1,DoS攻击,1.0
3,R2L攻击,0.9792275
0,正常,1.0
1,DoS攻击,0.9967141
1,DoS攻击,0.99999976
0,正常,0.999897
0,正常,0.99987125
0,正常,0.9576817
0,正常,0.99937695
0,正常,0.97463757
0,正常,0.5625021
3,R2L攻击,0.97996074
1,DoS攻击,0.99999964
4,探测攻击,0.91896003
1,DoS攻击,1.0
1,DoS攻击,0.6346733
0,正常,0.999132
3,R2L攻击,0.70364475
3,R2L攻击,0.85378116
4,探测攻击,0.9999852
0,正常,0.9975828
0,正常,0.68750507
1,DoS攻击,0.91662186
0,正常,1.0
1,DoS攻击,0.9988286
4,探测攻击,0.9999981
0,正常,0.9997726
0,正常,1.0
3,R2L攻击,0.958302
1,DoS攻击,0.9999999
1,DoS攻击,0.9997104
3,R2L攻击,0.8501497
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.98842245
1,DoS攻击,0.99999976
0,正常,1.0
1,DoS攻击,0.9999944
0,正常,0.8403026
0,正常,0.85201764
1,DoS攻击,0.9999989
0,正常,0.8719099
1,DoS攻击,0.9997203
0,正常,0.97883713
1,DoS攻击,0.9999999
0,正常,0.99996126
4,探测攻击,0.997488
3,R2L攻击,0.7125267
0,正常,1.0
0,正常,1.0
0,正常,0.9989674
0,正常,0.999992
0,正常,0.99963593
0,正常,0.99999046
4,探测攻击,1.0
0,正常,0.99904317
0,正常,0.7256805
0,正常,0.94886124
1,DoS攻击,0.6230001
1,DoS攻击,0.9244359
0,正常,0.8763989
0,正常,0.99998546
0,正常,0.8977174
0,正常,0.8197536
3,R2L攻击,0.66771746
1,DoS攻击,0.99999976
1,DoS攻击,0.9138798
0,正常,0.99982196
1,DoS攻击,1.0
1,DoS攻击,0.9999999
4,探测攻击,0.99608225
1,DoS攻击,0.9960861
1,DoS攻击,0.75453895
0,正常,1.0
3,R2L攻击,0.37168947
4,探测攻击,1.0
1,DoS攻击,0.99999857
1,DoS攻击,0.99999654
0,正常,0.99951327
1,DoS攻击,0.9999993
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.9172508
4,探测攻击,0.6215866
0,正常,1.0
0,正常,0.9989378
0,正常,0.9996357
0,正常,0.9992111
0,正常,0.80151874
0,正常,0.8380849
0,正常,0.9999994
0,正常,0.985472
1,DoS攻击,0.9733151
3,R2L攻击,0.9988631
1,DoS攻击,0.9999999
4,探测攻击,0.9880777
0,正常,0.8586487
1,DoS攻击,0.99999845
3,R2L攻击,0.97195596
4,探测攻击,1.0
0,正常,0.9996741
1,DoS攻击,0.69013584
0,正常,0.99967515
1,DoS攻击,1.0
1,DoS攻击,0.999998
0,正常,0.9825094
4,探测攻击,0.9998419
4,探测攻击,0.7340353
0,正常,0.9996624
0,正常,0.99999666
1,DoS攻击,0.98110414
1,DoS攻击,0.87529486
0,正常,0.99742115
0,正常,0.9987525
4,探测攻击,0.9933889
4,探测攻击,0.99999666
0,正常,0.77583104
3,R2L攻击,0.73804724
1,DoS攻击,0.99999976
0,正常,0.9979856
1,DoS攻击,0.9999999
0,正常,0.9999995
0,正常,1.0
1,DoS攻击,0.9999976
1,DoS攻击,0.99999976
1,DoS攻击,0.99999976
1,DoS攻击,1.0
0,正常,0.85830265
0,正常,0.8159859
0,正常,0.98368514
0,正常,0.9995141
0,正常,0.9659073
0,正常,0.90336543
0,正常,1.0
0,正常,0.9999989
1,DoS攻击,0.9992198
1,DoS攻击,0.99999964
0,正常,1.0
0,正常,0.99981266
0,正常,0.9172486
3,R2L攻击,0.538779
1,DoS攻击,0.6813436
4,探测攻击,0.9998727
0,正常,1.0
1,DoS攻击,0.9555894
0,正常,0.999998
0,正常,0.999997
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
0,正常,0.99945885
0,正常,0.9397114
3,R2L攻击,0.804294
1,DoS攻击,1.0
1,DoS攻击,0.9999987
1,DoS攻击,0.73686695
0,正常,0.9999999
0,正常,0.9995902
1,DoS攻击,0.9588799
1,DoS攻击,0.6162517
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.99999964
3,R2L攻击,0.79749995
1,DoS攻击,0.9999999
3,R2L攻击,0.92282975
4,探测攻击,1.0
1,DoS攻击,0.9999951
0,正常,0.99827516
0,正常,0.8460601
1,DoS攻击,0.80662084
1,DoS攻击,0.99276453
0,正常,0.99188656
0,正常,0.7649608
0,正常,0.88913816
4,探测攻击,1.0
4,探测攻击,0.9704605
3,R2L攻击,0.98821604
0,正常,1.0
3,R2L攻击,0.9833112
1,DoS攻击,0.99999964
1,DoS攻击,0.99999976
4,探测攻击,0.99989104
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9568061
0,正常,0.92025083
0,正常,0.9995833
1,DoS攻击,1.0
0,正常,1.0
3,R2L攻击,0.92922884
1,DoS攻击,0.9999999
4,探测攻击,0.99980503
3,R2L攻击,0.9945486
3,R2L攻击,0.6594901
0,正常,0.8574508
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.99690515
0,正常,0.997787
0,正常,0.9589387
4,探测攻击,0.999998
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.99999964
0,正常,1.0
1,DoS攻击,0.9999968
3,R2L攻击,0.99514115
0,正常,1.0
1,DoS攻击,0.59728086
0,正常,0.9367405
0,正常,0.99964285
0,正常,0.98211116
0,正常,0.819034
3,R2L攻击,0.9771104
0,正常,0.9708837
0,正常,0.9999999
0,正常,0.99999964
0,正常,0.9996495
1,DoS攻击,1.0
1,DoS攻击,0.9403548
0,正常,0.99976605
0,正常,0.9999825
1,DoS攻击,0.999433
1,DoS攻击,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.99769753
0,正常,1.0
1,DoS攻击,1.0
4,探测攻击,0.99999905
0,正常,0.90336144
1,DoS攻击,0.6338397
1,DoS攻击,0.9999995
0,正常,1.0
1,DoS攻击,0.9999995
1,DoS攻击,0.8271745
3,R2L攻击,0.86645365
1,DoS攻击,0.9999999
0,正常,0.9978155
0,正常,1.0
0,正常,0.9811365
1,DoS攻击,0.99999
0,正常,0.99996674
4,探测攻击,0.940655
0,正常,0.998906
0,正常,1.0
0,正常,0.99998593
1,DoS攻击,0.9899121
3,R2L攻击,0.37494123
0,正常,1.0
0,正常,0.7114266
1,DoS攻击,0.7432787
1,DoS攻击,0.96566373
1,DoS攻击,0.9998697
0,正常,0.99990845
0,正常,0.9999995
0,正常,0.9999832
1,DoS攻击,0.99999976
1,DoS攻击,0.99999964
0,正常,0.92889136
1,DoS攻击,1.0
1,DoS攻击,0.99999976
0,正常,0.54558086
0,正常,0.9879866
1,DoS攻击,0.9999999
4,探测攻击,0.97571725
3,R2L攻击,0.97118765
1,DoS攻击,0.9999999
4,探测攻击,0.47740215
1,DoS攻击,0.9999999
0,正常,0.9999969
0,正常,0.9637893
3,R2L攻击,0.9038819
3,R2L攻击,0.92263395
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.99530894
0,正常,0.8411683
0,正常,0.9999926
0,正常,1.0
0,正常,0.9999796
3,R2L攻击,0.9804109
4,探测攻击,1.0
1,DoS攻击,0.8716025
1,DoS攻击,0.9999999
1,DoS攻击,1.0
1,DoS攻击,1.0
0,正常,0.93186754
1,DoS攻击,0.9991709
3,R2L攻击,0.5949599
0,正常,1.0
1,DoS攻击,1.0
4,探测攻击,1.0
0,正常,0.7520439
1,DoS攻击,0.33634365
0,正常,1.0
4,探测攻击,1.0
0,正常,0.9997434
0,正常,0.8602416
0,正常,0.9999932
1,DoS攻击,0.98074967
0,正常,1.0
3,R2L攻击,0.958142
0,正常,0.9775824
3,R2L攻击,0.9460635
0,正常,0.69769233
0,正常,0.9637898
4,探测攻击,0.9998617
0,正常,0.9997385
0,正常,0.999752
1,DoS攻击,0.9999995
1,DoS攻击,0.9999993
0,正常,1.0
3,R2L攻击,0.62648755
3,R2L攻击,0.9302942
0,正常,0.9999447
0,正常,0.99404424
0,正常,1.0
0,正常,1.0
0,正常,0.99946076
1,DoS攻击,1.0
3,R2L攻击,0.97875905
0,正常,0.97883713
0,正常,0.5938724
1,DoS攻击,0.9999993
0,正常,0.99999964
0,正常,1.0
0,正常,0.9999938
0,正常,0.75787145
4,探测攻击,0.9984408
1,DoS攻击,0.9999974
3,R2L攻击,0.99712485
0,正常,1.0
0,正常,0.9996239
0,正常,0.9988613
1,DoS攻击,0.8343007
4,探测攻击,1.0
0,正常,0.7404526
0,正常,0.99759454
1,DoS攻击,0.8652681
4,探测攻击,1.0
1,DoS攻击,0.7386783
0,正常,0.9212621
0,正常,0.9568061
1,DoS攻击,0.6731906
1,DoS攻击,0.9747728
1,DoS攻击,0.9999956
3,R2L攻击,0.9992086
4,探测攻击,0.9951426
0,正常,1.0
1,DoS攻击,0.5608073
1,DoS攻击,0.9999951
1,DoS攻击,0.9999999
0,正常,0.9993649
1,DoS攻击,1.0
0,正常,0.999977
1,DoS攻击,1.0
4,探测攻击,0.9998037
0,正常,0.99956435
4,探测攻击,1.0
1,DoS攻击,0.99999976
0,正常,0.7960873
0,正常,0.99996126
4,探测攻击,0.99957436
0,正常,0.6189504
1,DoS攻击,0.7331147
0,正常,0.9998272
4,探测攻击,0.6154671
1,DoS攻击,0.9999999
0,正常,0.9986084
4,探测攻击,0.9243619
0,正常,0.9987178
1,DoS攻击,0.8561003
3,R2L攻击,0.8850474
0,正常,0.98244035
3,R2L攻击,0.9348131
1,DoS攻击,0.9999999
1,DoS攻击,0.89521533
1,DoS攻击,1.0
3,R2L攻击,0.6572328
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.6997084
3,R2L攻击,0.9484056
1,DoS攻击,0.999997
1,DoS攻击,0.9999999
1,DoS攻击,0.997083
1,DoS攻击,0.9999999
0,正常,0.96968013
0,正常,0.8640152
4,探测攻击,1.0
0,正常,0.99987555
0,正常,0.9999999
4,探测攻击,1.0
0,正常,0.99999106
0,正常,0.9999914
0,正常,1.0
0,正常,0.9983223
0,正常,0.99893194
4,探测攻击,0.64397234
0,正常,1.0
0,正常,1.0
0,正常,0.9992005
0,正常,0.9999505
0,正常,0.984683
4,探测攻击,0.999938
0,正常,1.0
0,正常,0.9993279
1,DoS攻击,0.9999993
1,DoS攻击,0.9999999
3,R2L攻击,0.9054739
0,正常,0.4564207
0,正常,0.7134334
4,探测攻击,0.999882
1,DoS攻击,0.9999994
0,正常,0.94886136
4,探测攻击,0.99995124
0,正常,0.9999999
0,正常,0.8139369
0,正常,0.9552269
0,正常,1.0
0,正常,0.9590932
1,DoS攻击,0.99999976
0,正常,0.96968013
4,探测攻击,1.0
1,DoS攻击,0.6408504
0,正常,0.9746377
3,R2L攻击,0.93737537
4,探测攻击,0.679049
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.6737748
3,R2L攻击,0.99963844
1,DoS攻击,0.9342023
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9992849
4,探测攻击,1.0
3,R2L攻击,0.68969697
1,DoS攻击,0.9180385
0,正常,0.8388304
0,正常,1.0
0,正常,0.99999
0,正常,0.57177
1,DoS攻击,1.0
0,正常,0.98953956
1,DoS攻击,0.9297242
1,DoS攻击,0.9999995
3,R2L攻击,0.49109167
1,DoS攻击,0.9999994
0,正常,0.99717724
0,正常,0.9999912
0,正常,0.99961627
0,正常,0.999451
0,正常,1.0
0,正常,0.81500876
4,探测攻击,0.9999968
0,正常,0.9998752
0,正常,0.98244035
3,R2L攻击,0.78858066
0,正常,0.9999999
0,正常,0.9033658
0,正常,0.9901101
0,正常,0.9629907
0,正常,0.9708837
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.8865441
1,DoS攻击,0.9995821
4,探测攻击,1.0
0,正常,1.0
0,正常,0.42474967
1,DoS攻击,0.9999949
0,正常,1.0
0,正常,0.9960473
0,正常,0.8608811
1,DoS攻击,0.994605
1,DoS攻击,0.963473
0,正常,1.0
0,正常,0.6076878
4,探测攻击,1.0
0,正常,1.0
0,正常,0.96378887
3,R2L攻击,0.9869959
0,正常,1.0
0,正常,0.99899286
1,DoS攻击,0.9934249
1,DoS攻击,0.9986456
1,DoS攻击,0.9999995
0,正常,1.0
1,DoS攻击,0.9972832
1,DoS攻击,0.99999654
4,探测攻击,0.9999411
1,DoS攻击,0.99299544
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.90798116
1,DoS攻击,0.9999999
3,R2L攻击,0.9349553
0,正常,1.0
3,R2L攻击,0.9948401
1,DoS攻击,0.99998343
0,正常,0.993566
1,DoS攻击,0.8195453
4,探测攻击,0.99994266
0,正常,1.0
1,DoS攻击,0.9999999
4,探测攻击,0.99992585
1,DoS攻击,0.91893387
1,DoS攻击,1.0
1,DoS攻击,1.0
1,DoS攻击,0.5767411
0,正常,0.94723797
1,DoS攻击,1.0
0,正常,0.7514454
0,正常,0.7572206
0,正常,0.99910045
3,R2L攻击,0.9428057
0,正常,0.9999583
0,正常,0.68880105
1,DoS攻击,0.9999999
0,正常,0.99935895
4,探测攻击,0.9945261
4,探测攻击,0.9933309
0,正常,0.5098647
3,R2L攻击,0.9471085
1,DoS攻击,0.9329765
1,DoS攻击,0.81856185
0,正常,0.8953581
0,正常,0.91461974
0,正常,0.9993186
1,DoS攻击,0.9999902
4,探测攻击,0.5428087
0,正常,0.94945633
0,正常,0.9991221
0,正常,0.9292966
0,正常,0.9964573
1,DoS攻击,0.9999995
1,DoS攻击,0.584962
0,正常,1.0
0,正常,0.90437764
4,探测攻击,1.0
1,DoS攻击,0.9999999
4,探测攻击,1.0
1,DoS攻击,0.99999964
1,DoS攻击,0.996666
1,DoS攻击,0.9999981
1,DoS攻击,0.9999994
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.999146
1,DoS攻击,0.9999999
1,DoS攻击,0.99566513
4,探测攻击,0.9999162
0,正常,1.0
1,DoS攻击,0.9999999
4,探测攻击,0.98853743
0,正常,0.9746378
1,DoS攻击,0.99901783
1,DoS攻击,0.9930453
1,DoS攻击,0.9999995
0,正常,0.9397118
3,R2L攻击,0.93717986
0,正常,0.8608811
1,DoS攻击,0.9999982
1,DoS攻击,0.99999976
0,正常,0.99919945
1,DoS攻击,0.99629813
3,R2L攻击,0.95368874
0,正常,0.97141314
0,正常,0.9172509
0,正常,0.9992471
1,DoS攻击,1.0
1,DoS攻击,1.0
4,探测攻击,0.99998856
1,DoS攻击,0.98188585
0,正常,0.99986064
3,R2L攻击,0.99404514
0,正常,0.8428102
3,R2L攻击,0.9648595
0,正常,1.0
3,R2L攻击,0.6532993
1,DoS攻击,0.9999999
0,正常,0.9998976
0,正常,1.0
1,DoS攻击,0.6693468
1,DoS攻击,0.9381904
3,R2L攻击,0.9399705
0,正常,1.0
3,R2L攻击,0.9933078
0,正常,0.9110156
1,DoS攻击,0.9970993
3,R2L攻击,0.99683726
0,正常,0.9996269
0,正常,0.98549277
0,正常,1.0
3,R2L攻击,0.95368874
0,正常,0.88097465
1,DoS攻击,0.9999999
0,正常,0.9999795
4,探测攻击,0.9999908
0,正常,0.9998011
4,探测攻击,0.99999917
0,正常,0.99866784
4,探测攻击,1.0
1,DoS攻击,0.8901315
0,正常,0.99970466
0,正常,1.0
0,正常,0.9292969
0,正常,0.99999774
0,正常,1.0
0,正常,0.99102145
0,正常,0.9172506
1,DoS攻击,0.9999999
0,正常,0.9999963
0,正常,1.0
0,正常,1.0
0,正常,1.0
0,正常,0.99941933
0,正常,0.8927204
3,R2L攻击,0.9655582
1,DoS攻击,0.997143
0,正常,0.98547214
0,正常,0.99996126
0,正常,0.6754621
0,正常,0.99999666
1,DoS攻击,1.0
4,探测攻击,0.99999285
0,正常,0.94822556
1,DoS攻击,0.99999976
1,DoS攻击,1.0
0,正常,0.98727626
0,正常,0.44479224
0,正常,0.9637898
1,DoS攻击,0.9915633
0,正常,0.9999887
0,正常,0.9798362
0,正常,1.0
1,DoS攻击,0.9723777
0,正常,1.0
4,探测攻击,0.9983139
0,正常,0.854509
0,正常,0.40494636
1,DoS攻击,0.9999218
1,DoS攻击,1.0
1,DoS攻击,0.9397179
1,DoS攻击,0.5651842
4,探测攻击,0.9999844
0,正常,0.9997615
3,R2L攻击,0.75712943
3,R2L攻击,0.8441141
3,R2L攻击,0.9743849
4,探测攻击,0.99995005
0,正常,0.77846146
4,探测攻击,0.9998178
1,DoS攻击,0.99923384
1,DoS攻击,0.9999988
3,R2L攻击,0.9418496
1,DoS攻击,0.9999999
0,正常,0.96635044
1,DoS攻击,0.9999999
0,正常,0.9172508
0,正常,0.95964956
0,正常,0.99893576
0,正常,1.0
0,正常,0.9998852
0,正常,0.99898463
0,正常,1.0
4,探测攻击,0.86051005
4,探测攻击,1.0
1,DoS攻击,0.9999999
0,正常,1.0
3,R2L攻击,0.958342
4,探测攻击,1.0
4,探测攻击,0.99999976
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.97830373
3,R2L攻击,0.4094049
0,正常,1.0
1,DoS攻击,0.9979412
4,探测攻击,0.99999845
0,正常,0.99983215
0,正常,1.0
1,DoS攻击,0.9972844
1,DoS攻击,1.0
3,R2L攻击,0.8228726
0,正常,0.9397114
0,正常,0.83627003
0,正常,1.0
0,正常,0.9728358
1,DoS攻击,0.9999999
1,DoS攻击,0.99999774
0,正常,0.9999999
0,正常,0.5511276
0,正常,0.9999982
0,正常,0.6215743
1,DoS攻击,0.9999999
